doc_id,sid,tid,token,token_with_ws,lemma,upos,xpos,tid_source,relation
3,103,32,joys,joys ,joy,NOUN,NNS,30,pobj
3,103,33,of,of ,of,ADP,IN,32,prep
3,103,34,her,her ,her,PRON,PRP$,35,poss
3,103,35,life,life,life,NOUN,NN,33,pobj
3,103,36,.,. ,.,PUNCT,.,19,punct
3,104,1,She,She ,she,PRON,PRP,2,nsubj
3,104,2,telegraphed,telegraphed ,telegraph,VERB,VBD,0,root
3,104,3,her,her ,her,PRON,PRP$,4,poss
3,104,4,wish,wish ,wish,NOUN,NN,2,dobj
3,104,5,to,to ,to,ADP,IN,2,prep
3,104,6,Meg,Meg,Meg,PROPN,NNP,5,pobj
3,104,7,",",", ",",",PUNCT,",",2,punct
3,104,8,but,but ,but,CCONJ,CC,2,cc
3,104,9,the,the ,the,DET,DT,10,det
3,104,10,eyebrows,eyebrows ,eyebrow,NOUN,NNS,11,nsubj
3,104,11,went,went ,go,VERB,VBD,2,conj
3,104,12,up,up ,up,ADP,RP,11,prt
3,104,13,so,so ,so,ADV,RB,14,advmod
3,104,14,alarmingly,alarmingly ,alarmingly,ADV,RB,11,advmod
3,104,15,that,that ,that,SCONJ,IN,19,mark
3,104,16,she,she ,she,PRON,PRP,19,nsubj
3,104,17,dared,dared ,dared,AUX,VBD,19,aux
3,104,18,not,not ,not,PART,RB,19,neg
3,104,19,stir,stir,stir,VERB,VB,14,ccomp
3,104,20,.,. ,.,PUNCT,.,11,punct
3,105,1,No,No ,no,DET,DT,2,det
3,105,2,one,one ,one,NOUN,NN,3,nsubj
3,105,3,came,came ,come,VERB,VBD,0,root
3,105,4,to,to ,to,PART,TO,5,aux
3,105,5,talk,talk ,talk,VERB,VB,3,advcl
3,105,6,to,to ,to,ADP,IN,5,prep
3,105,7,her,her,she,PRON,PRP,6,pobj
3,105,8,",",", ",",",PUNCT,",",3,punct
3,105,9,and,and ,and,CCONJ,CC,3,cc
3,105,10,one,one ,one,NUM,CD,15,npadvmod
3,105,11,by,by ,by,ADP,IN,10,prep
3,105,12,one,one ,one,NUM,CD,11,pobj
3,105,13,the,the ,the,DET,DT,14,det
3,105,14,group,group ,group,NOUN,NN,15,nsubj
3,105,15,dwindled,dwindled ,dwindle,VERB,VBD,3,conj
3,105,16,away,away ,away,ADV,RB,15,advmod
3,105,17,till,till ,till,SCONJ,IN,20,mark
3,105,18,she,she ,she,PRON,PRP,20,nsubjpass
3,105,19,was,was ,be,AUX,VBD,20,auxpass
3,105,20,left,left ,leave,VERB,VBN,15,advcl
3,105,21,alone,alone,alone,ADV,RB,20,oprd
3,105,22,.,. ,.,PUNCT,.,15,punct
3,106,1,She,She ,she,PRON,PRP,4,nsubj
3,106,2,could,could ,could,AUX,MD,4,aux
3,106,3,not,not ,not,PART,RB,4,neg
3,106,4,roam,roam ,roam,VERB,VB,19,ccomp
3,106,5,about,about ,about,ADP,IN,4,prep
3,106,6,and,and ,and,CCONJ,CC,4,cc
3,106,7,amuse,amuse ,amuse,VERB,VB,4,conj
3,106,8,herself,herself,herself,PRON,PRP,7,dobj
3,106,9,",",", ",",",PUNCT,",",7,punct
3,106,10,for,for ,for,SCONJ,IN,15,mark
3,106,11,the,the ,the,DET,DT,13,det
3,106,12,burned,burned ,burned,ADJ,JJ,13,amod
3,106,13,breadth,breadth ,breadth,NOUN,NN,15,nsubj
3,106,14,would,would ,would,AUX,MD,15,aux
3,106,15,show,show,show,VERB,VB,4,conj
3,106,16,",",", ",",",PUNCT,",",19,punct
3,106,17,so,so ,so,ADV,RB,19,advmod
3,106,18,she,she ,she,PRON,PRP,19,nsubj
3,106,19,stared,stared ,star,VERB,VBD,0,root
3,106,20,at,at ,at,ADP,IN,19,prep
3,106,21,people,people ,people,NOUN,NNS,20,pobj
3,106,22,rather,rather ,rather,ADV,RB,23,advmod
3,106,23,forlornly,forlornly ,forlornly,ADV,RB,19,advmod
3,106,24,till,till ,till,SCONJ,IN,27,mark
3,106,25,the,the ,the,DET,DT,26,det
3,106,26,dancing,dancing ,dancing,NOUN,NN,27,nsubj
3,106,27,began,began,begin,VERB,VBD,19,advcl
3,106,28,.,. ,.,PUNCT,.,19,punct
3,107,1,Meg,Meg ,Meg,PROPN,NNP,3,nsubjpass
3,107,2,was,was ,be,AUX,VBD,3,auxpass
3,107,3,asked,asked ,ask,VERB,VBN,0,root
3,107,4,at,at ,at,ADP,IN,3,prep
3,107,5,once,once,once,ADV,RB,4,pcomp
3,107,6,",",", ",",",PUNCT,",",3,punct
3,107,7,and,and ,and,CCONJ,CC,3,cc
3,107,8,the,the ,the,DET,DT,10,det
3,107,9,tight,tight ,tight,ADJ,JJ,10,amod
3,107,10,slippers,slippers ,slipper,NOUN,NNS,11,nsubj
3,107,11,tripped,tripped ,trip,VERB,VBD,3,conj
3,107,12,about,about ,about,ADP,IN,11,prep
3,107,13,so,so ,so,ADV,RB,14,advmod
3,107,14,briskly,briskly ,briskly,ADV,RB,12,pcomp
3,107,15,that,that ,that,SCONJ,IN,19,mark
3,107,16,none,none ,none,NOUN,NN,19,nsubj
3,107,17,would,would ,would,AUX,MD,19,aux
3,107,18,have,have ,have,AUX,VB,19,aux
3,107,19,guessed,guessed ,guess,VERB,VBN,14,ccomp
3,107,20,the,the ,the,DET,DT,21,det
3,107,21,pain,pain ,pain,NOUN,NN,19,dobj
3,107,22,their,their ,their,PRON,PRP$,23,poss
3,107,23,wearer,wearer ,wearer,NOUN,NN,24,nsubj
3,107,24,suffered,suffered ,suffer,VERB,VBD,21,relcl
3,107,25,smilingly,smilingly,smilingly,ADV,RB,24,advmod
3,107,26,.,. ,.,PUNCT,.,11,punct
3,108,1,Jo,Jo ,Jo,PROPN,NNP,2,nsubj
3,108,2,saw,saw ,see,VERB,VBD,0,root
3,108,3,a,a ,a,DET,DT,7,det
3,108,4,big,big ,big,ADJ,JJ,7,amod
3,108,5,red,red ,red,ADJ,JJ,7,amod
3,108,6,headed,headed ,head,VERB,VBN,7,amod
3,108,7,youth,youth ,youth,NOUN,NN,8,nsubj
3,108,8,approaching,approaching ,approach,VERB,VBG,2,ccomp
3,108,9,her,her ,her,PRON,PRP$,10,poss
3,108,10,corner,corner,corner,NOUN,NN,8,dobj
3,108,11,",",", ",",",PUNCT,",",2,punct
3,108,12,and,and ,and,CCONJ,CC,2,cc
3,108,13,fearing,fearing ,fear,VERB,VBG,21,advcl
3,108,14,he,he ,he,PRON,PRP,15,nsubj
3,108,15,meant,meant ,mean,VERB,VBD,13,ccomp
3,108,16,to,to ,to,PART,TO,17,aux
3,108,17,engage,engage ,engage,VERB,VB,15,xcomp
3,108,18,her,her,she,PRON,PRP,17,dobj
3,108,19,",",", ",",",PUNCT,",",21,punct
3,108,20,she,she ,she,PRON,PRP,21,nsubj
3,108,21,slipped,slipped ,slip,VERB,VBD,2,conj
3,108,22,into,into ,into,ADP,IN,21,prep
3,108,23,a,a ,a,DET,DT,25,det
3,108,24,curtained,curtained ,curtain,VERB,VBN,25,amod
3,108,25,recess,recess,recess,NOUN,NN,22,pobj
3,108,26,",",", ",",",PUNCT,",",21,punct
3,108,27,intending,intending ,intend,VERB,VBG,21,advcl
3,108,28,to,to ,to,PART,TO,29,aux
3,108,29,peep,peep ,peep,VERB,VB,27,xcomp
3,108,30,and,and ,and,CCONJ,CC,29,cc
3,108,31,enjoy,enjoy ,enjoy,VERB,VB,29,conj
3,108,32,herself,herself ,herself,PRON,PRP,31,dobj
3,108,33,in,in ,in,ADP,IN,31,prep
3,108,34,peace,peace,peace,NOUN,NN,33,pobj
3,108,35,.,. ,.,PUNCT,.,21,punct
3,109,1,Unfortunately,Unfortunately,unfortunately,ADV,RB,7,advmod
3,109,2,",",", ",",",PUNCT,",",7,punct
3,109,3,another,another ,another,DET,DT,5,det
3,109,4,bashful,bashful ,bashful,ADJ,JJ,5,amod
3,109,5,person,person ,person,NOUN,NN,7,nsubj
3,109,6,had,had ,have,AUX,VBD,7,aux
3,109,7,chosen,chosen ,choose,VERB,VBN,22,ccomp
3,109,8,the,the ,the,DET,DT,10,det
3,109,9,same,same ,same,ADJ,JJ,10,amod
3,109,10,refuge,refuge,refuge,NOUN,NN,7,dobj
3,109,11,",",", ",",",PUNCT,",",10,punct
3,109,12,for,for,for,ADP,IN,7,prep
3,109,13,",",", ",",",PUNCT,",",7,punct
3,109,14,as,as ,as,SCONJ,IN,17,mark
3,109,15,the,the ,the,DET,DT,16,det
3,109,16,curtain,curtain ,curtain,NOUN,NN,17,nsubj
3,109,17,fell,fell ,fall,VERB,VBD,7,advcl
3,109,18,behind,behind ,behind,ADP,IN,17,prep
3,109,19,her,her,she,PRON,PRP,18,pobj
3,109,20,",",", ",",",PUNCT,",",22,punct
3,109,21,she,she ,she,PRON,PRP,22,nsubj
3,109,22,found,found ,find,VERB,VBD,0,root
3,109,23,herself,herself ,herself,PRON,PRP,24,nsubj
3,109,24,face,face ,face,VERB,VB,22,ccomp
3,109,25,to,to ,to,PART,TO,26,aux
3,109,26,face,face ,face,VERB,VB,24,advcl
3,109,27,with,with ,with,ADP,IN,26,prep
3,109,28,the,the ,the,DET,DT,31,det
3,109,29,‘,‘,',PUNCT,``,31,punct
3,109,30,Laurence,Laurence ,laurence,NOUN,NN,31,compound
3,109,31,boy,boy,boy,NOUN,NN,27,pobj
3,109,32,’,’,',PUNCT,'',31,punct
3,109,33,.,. ,.,PUNCT,.,22,punct
3,109,34, , , ,SPACE,_SP,33,dep
3,110,1,“,“,"""",PUNCT,``,14,punct
3,110,2,Dear,Dear ,dear,VERB,VB,8,advcl
3,110,3,me,me,I,PRON,PRP,2,dobj
3,110,4,",",", ",",",PUNCT,",",8,punct
3,110,5,I,I ,I,PRON,PRP,8,nsubj
3,110,6,did,did,do,AUX,VBD,8,aux
3,110,7,n’t,n’t ,not,PART,RB,8,neg
3,110,8,know,know ,know,VERB,VB,1,prep
3,110,9,anyone,anyone ,anyone,PRON,NN,10,nsubj
3,110,10,was,was ,be,AUX,VBD,8,ccomp
3,110,11,here,here,here,ADV,RB,10,advmod
3,110,12,!,!,!,PUNCT,.,8,punct
3,110,13,”,” ,"""",PUNCT,'',8,punct
3,110,14,stammered,stammered ,stammer,VERB,VBD,0,root
3,110,15,Jo,Jo,Jo,PROPN,NNP,14,attr
3,110,16,",",", ",",",PUNCT,",",14,punct
3,110,17,preparing,preparing ,prepare,VERB,VBG,14,advcl
3,110,18,to,to ,to,PART,TO,19,aux
3,110,19,back,back ,back,VERB,VB,17,xcomp
3,110,20,out,out ,out,ADP,RP,19,prt
3,110,21,as,as ,as,ADV,RB,22,advmod
3,110,22,speedily,speedily ,speedily,ADV,RB,19,advmod
3,110,23,as,as ,as,SCONJ,IN,26,mark
3,110,24,she,she ,she,PRON,PRP,26,nsubj
3,110,25,had,had ,have,AUX,VBD,26,aux
3,110,26,bounced,bounced ,bounce,VERB,VBN,19,advcl
3,110,27,in,in,in,ADP,IN,26,prep
3,110,28,.,. ,.,PUNCT,.,14,punct
3,110,29, , , ,SPACE,_SP,28,dep
3,111,1,But,But ,but,CCONJ,CC,4,cc
3,111,2,the,the ,the,DET,DT,3,det
3,111,3,boy,boy ,boy,NOUN,NN,4,nsubj
3,111,4,laughed,laughed ,laugh,VERB,VBD,0,root
3,111,5,and,and ,and,CCONJ,CC,4,cc
3,111,6,said,said ,say,VERB,VBD,4,conj
3,111,7,pleasantly,pleasantly,pleasantly,ADV,RB,6,advmod
3,111,8,",",", ",",",PUNCT,",",6,punct
3,111,9,though,though ,though,SCONJ,IN,11,mark
3,111,10,he,he ,he,PRON,PRP,11,nsubj
3,111,11,looked,looked ,look,VERB,VBD,6,advcl
3,111,12,a,a ,a,DET,DT,13,det
3,111,13,little,little ,little,ADJ,JJ,14,amod
3,111,14,startled,startled,startled,ADJ,JJ,11,acomp
3,111,15,",",", ",",",PUNCT,",",6,punct
3,111,16,“,“,"""",PUNCT,``,6,punct
3,111,17,Do,Do,do,AUX,VB,19,aux
3,111,18,n’t,n’t ,not,PART,RB,19,neg
3,111,19,mind,mind ,mind,VERB,VB,6,xcomp
3,111,20,me,me,I,PRON,PRP,19,dobj
3,111,21,",",", ",",",PUNCT,",",22,punct
3,111,22,stay,stay ,stay,VERB,VB,4,conj
3,111,23,if,if ,if,SCONJ,IN,25,mark
3,111,24,you,you ,you,PRON,PRP,25,nsubj
3,111,25,like,like,like,VERB,VBP,22,advcl
3,111,26,.,.,.,PUNCT,.,22,punct
3,111,27,”,” ,"""",PUNCT,'',22,punct
3,111,28, , , ,SPACE,_SP,27,dep
3,112,1,“,“,"""",PUNCT,``,5,punct
3,112,2,Sha,Sha,Sha,PROPN,NNP,5,nsubj
3,112,3,n’t,n’t ,not,PART,RB,5,neg
3,112,4,I,I ,I,PRON,PRP,5,nsubj
3,112,5,disturb,disturb ,disturb,VERB,VBP,0,root
3,112,6,you,you,you,PRON,PRP,5,dobj
3,112,7,?,?,?,PUNCT,.,5,punct
3,112,8,”,” ,"""",PUNCT,'',5,punct
3,112,9, , , ,SPACE,_SP,8,dep
3,113,1,“,“,"""",PUNCT,``,4,punct
3,113,2,Not,Not ,not,PART,RB,4,neg
3,113,3,a,a ,a,DET,DT,4,det
3,113,4,bit,bit,bit,NOUN,NN,0,root
3,113,5,.,. ,.,PUNCT,.,4,punct
3,114,1,I,I ,I,PRON,PRP,3,nsubj
3,114,2,only,only ,only,ADV,RB,3,advmod
3,114,3,came,came ,come,VERB,VBD,0,root
3,114,4,here,here ,here,ADV,RB,3,advmod
3,114,5,because,because ,because,SCONJ,IN,9,mark
3,114,6,I,I ,I,PRON,PRP,9,nsubj
3,114,7,do,do,do,AUX,VBP,9,aux
3,114,8,n’t,n’t ,not,PART,RB,9,neg
3,114,9,know,know ,know,VERB,VB,3,advcl
3,114,10,many,many ,many,ADJ,JJ,11,amod
3,114,11,people,people ,people,NOUN,NNS,9,dobj
3,114,12,and,and ,and,CCONJ,CC,9,cc
3,114,13,felt,felt ,feel,VERB,VBD,9,conj
3,114,14,rather,rather ,rather,ADV,RB,15,advmod
3,114,15,strange,strange ,strange,ADJ,JJ,13,acomp
3,114,16,at,at ,at,ADP,IN,13,prep
3,114,17,first,first,first,ADV,RB,16,pcomp
3,114,18,",",", ",",",PUNCT,",",13,punct
3,114,19,you,you ,you,PRON,PRP,20,nsubj
3,114,20,know,know,know,VERB,VBP,13,parataxis
3,114,21,.,.,.,PUNCT,.,3,punct
3,114,22,”,” ,"""",PUNCT,'',3,punct
3,114,23, , , ,SPACE,_SP,22,dep
3,115,1,“,“,"""",PUNCT,``,7,punct
3,115,2,So,So ,so,ADV,RB,7,advmod
3,115,3,did,did ,do,AUX,VBD,7,aux
3,115,4,I.,I. ,i.,NOUN,NN,7,nsubj
3,115,5,Do,Do,do,AUX,VB,7,aux
3,115,6,n’t,n’t ,not,PART,RB,7,neg
3,115,7,go,go ,go,VERB,VB,0,root
3,115,8,away,away,away,ADV,RB,7,advmod
3,115,9,",",", ",",",PUNCT,",",7,punct
3,115,10,please,please,please,INTJ,UH,7,intj
3,115,11,",",", ",",",PUNCT,",",7,punct
3,115,12,unless,unless ,unless,SCONJ,IN,13,mark
3,115,13,you,you,you,PRON,PRP,7,advcl
3,115,14,’d,’d ,’d,AUX,MD,13,dep
3,115,15,rather,rather,rather,ADV,RB,13,advmod
3,115,16,.,.,.,PUNCT,.,7,punct
3,115,17,”,” ,"""",PUNCT,'',7,punct
3,115,18, , , ,SPACE,_SP,17,dep
3,116,1,The,The ,the,DET,DT,2,det
3,116,2,boy,boy ,boy,NOUN,NN,3,nsubj
3,116,3,sat,sat ,sit,VERB,VBD,0,root
3,116,4,down,down ,down,ADP,RP,3,prt
3,116,5,again,again ,again,ADV,RB,3,advmod
3,116,6,and,and ,and,CCONJ,CC,3,cc
3,116,7,looked,looked ,look,VERB,VBD,3,conj
3,116,8,at,at ,at,ADP,IN,7,prep
3,116,9,his,his ,his,PRON,PRP$,10,poss
3,116,10,pumps,pumps,pump,NOUN,NNS,8,pobj
3,116,11,",",", ",",",PUNCT,",",7,punct
3,116,12,till,till ,till,SCONJ,IN,14,mark
3,116,13,Jo,Jo ,Jo,PROPN,NNP,14,nsubj
3,116,14,said,said,say,VERB,VBD,7,advcl
3,116,15,",",", ",",",PUNCT,",",14,punct
3,116,16,trying,trying ,try,VERB,VBG,14,advcl
3,116,17,to,to ,to,PART,TO,18,aux
3,116,18,be,be ,be,AUX,VB,16,xcomp
3,116,19,polite,polite ,polite,ADJ,JJ,18,acomp
3,116,20,and,and ,and,CCONJ,CC,19,cc
3,116,21,easy,easy,easy,ADJ,JJ,19,conj
3,116,22,",",", ",",",PUNCT,",",3,punct
3,116,23,“,“,"""",PUNCT,``,3,punct
3,116,24,I,I ,I,PRON,PRP,25,nsubj
3,116,25,think,think ,think,VERB,VBP,3,ccomp
3,116,26,I,I,I,PRON,PRP,28,nsubj
3,116,27,’ve,’ve ,’ve,AUX,VBP,28,aux
3,116,28,had,had ,have,VERB,VBN,25,ccomp
3,116,29,the,the ,the,DET,DT,30,det
3,116,30,pleasure,pleasure ,pleasure,NOUN,NN,28,dobj
3,116,31,of,of ,of,ADP,IN,30,prep
3,116,32,seeing,seeing ,see,VERB,VBG,31,pcomp
3,116,33,you,you ,you,PRON,PRP,32,dobj
3,116,34,before,before,before,ADV,RB,32,advmod
3,116,35,.,. ,.,PUNCT,.,3,punct
3,117,1,You,You ,you,PRON,PRP,2,nsubj
3,117,2,live,live ,live,VERB,VBP,6,ccomp
3,117,3,near,near ,near,ADP,IN,2,prep
3,117,4,us,us,we,PRON,PRP,3,pobj
3,117,5,",",", ",",",PUNCT,",",6,punct
3,117,6,do,do,do,VERB,VBP,0,root
3,117,7,n’t,n’t ,n’t,NOUN,NN,6,punct
3,117,8,you,you,you,PRON,PRP,6,nsubj
3,117,9,?,?,?,PUNCT,.,6,punct
3,117,10,”,” ,"""",PUNCT,'',6,punct
3,117,11, , , ,SPACE,_SP,10,dep
3,118,1,“,“,"""",PUNCT,``,3,punct
3,118,2,Next,Next ,Next,PROPN,NNP,3,compound
3,118,3,door,door,door,NOUN,NN,0,root
3,118,4,.,.,.,PUNCT,.,3,punct
3,118,5,”,” ,"""",PUNCT,'',3,punct
3,119,1,And,And ,and,CCONJ,CC,3,cc
3,119,2,he,he ,he,PRON,PRP,3,nsubj
3,119,3,looked,looked ,look,VERB,VBD,0,root
3,119,4,up,up ,up,ADP,RP,3,prt
3,119,5,and,and ,and,CCONJ,CC,3,cc
3,119,6,laughed,laughed ,laugh,VERB,VBD,3,conj
3,119,7,outright,outright,outright,ADV,RB,6,advmod
3,119,8,",",", ",",",PUNCT,",",6,punct
3,119,9,for,for ,for,SCONJ,IN,14,mark
3,119,10,Jo,Jo,Jo,PROPN,NNP,13,poss
3,119,11,’s,’s ,’s,PART,POS,10,case
3,119,12,prim,prim ,prim,ADJ,JJ,13,compound
3,119,13,manner,manner ,manner,NOUN,NN,14,nsubj
3,119,14,was,was ,be,AUX,VBD,3,advcl
3,119,15,rather,rather ,rather,ADV,RB,16,advmod
3,119,16,funny,funny ,funny,ADJ,JJ,14,acomp
3,119,17,when,when ,when,SCONJ,WRB,19,advmod
3,119,18,he,he ,he,PRON,PRP,19,nsubj
3,119,19,remembered,remembered ,remember,VERB,VBD,14,advcl
3,119,20,how,how ,how,SCONJ,WRB,23,advmod
3,119,21,they,they ,they,PRON,PRP,23,nsubj
3,119,22,had,had ,have,AUX,VBD,23,aux
3,119,23,chatted,chatted ,chat,VERB,VBN,19,ccomp
3,119,24,about,about ,about,ADP,IN,23,prep
3,119,25,cricket,cricket ,cricket,NOUN,NN,24,pobj
3,119,26,when,when ,when,SCONJ,WRB,28,advmod
3,119,27,he,he ,he,PRON,PRP,28,nsubj
3,119,28,brought,brought ,bring,VERB,VBD,23,advcl
3,119,29,the,the ,the,DET,DT,30,det
3,119,30,cat,cat ,cat,NOUN,NN,28,dobj
3,119,31,home,home,home,ADV,RB,28,advmod
3,119,32,.,. ,.,PUNCT,.,3,punct
3,119,33, , , ,SPACE,_SP,32,dep
3,120,1,That,That ,that,PRON,DT,2,nsubj
3,120,2,put,put ,put,VERB,VBD,24,ccomp
3,120,3,Jo,Jo ,Jo,PROPN,NNP,2,dobj
3,120,4,at,at ,at,ADP,IN,2,prep
3,120,5,her,her ,her,PRON,PRP$,6,poss
3,120,6,ease,ease ,ease,NOUN,NN,4,pobj
3,120,7,and,and ,and,CCONJ,CC,2,cc
3,120,8,she,she ,she,PRON,PRP,9,nsubj
3,120,9,laughed,laughed ,laugh,VERB,VBD,2,conj
3,120,10,too,too,too,ADV,RB,9,advmod
3,120,11,",",", ",",",PUNCT,",",9,punct
3,120,12,as,as ,as,SCONJ,IN,14,mark
3,120,13,she,she ,she,PRON,PRP,14,nsubj
3,120,14,said,said,say,VERB,VBD,9,advcl
3,120,15,",",", ",",",PUNCT,",",9,punct
3,120,16,in,in ,in,ADP,IN,9,prep
3,120,17,her,her ,her,PRON,PRP$,19,poss
3,120,18,heartiest,heartiest ,heartiest,ADJ,JJ,19,amod
3,120,19,way,way,way,NOUN,NN,16,pobj
3,120,20,",",", ",",",PUNCT,",",9,punct
3,120,21,“,“,"""",PUNCT,``,24,punct
3,120,22,We,We ,we,PRON,PRP,24,nsubj
3,120,23,did,did ,do,AUX,VBD,24,aux
3,120,24,have,have ,have,VERB,VB,0,root
3,120,25,such,such ,such,DET,PDT,28,predet
3,120,26,a,a ,a,DET,DT,28,det
3,120,27,good,good ,good,ADJ,JJ,28,amod
3,120,28,time,time ,time,NOUN,NN,24,dobj
3,120,29,over,over ,over,ADP,IN,24,prep
3,120,30,your,your ,your,PRON,PRP$,33,poss
3,120,31,nice,nice ,nice,ADJ,JJ,33,amod
3,120,32,Christmas,Christmas ,Christmas,PROPN,NNP,33,compound
3,120,33,present,present,present,NOUN,NN,29,pobj
3,120,34,.,.,.,PUNCT,.,24,punct
3,120,35,”,” ,"""",PUNCT,'',24,punct
3,120,36, , , ,SPACE,_SP,35,dep
3,121,1,“,“,"""",PUNCT,``,3,punct
3,121,2,Grandpa,Grandpa ,Grandpa,PROPN,NNP,3,nsubj
3,121,3,sent,sent ,send,VERB,VBD,0,root
3,121,4,it,it,it,PRON,PRP,3,dobj
3,121,5,.,.,.,PUNCT,.,3,punct
3,121,6,”,” ,"""",PUNCT,'',3,punct
3,121,7, , , ,SPACE,_SP,6,dep
3,122,1,“,“,"""",PUNCT,``,4,punct
3,122,2,But,But ,but,CCONJ,CC,4,cc
3,122,3,you,you ,you,PRON,PRP,4,nsubj
3,122,4,put,put ,put,VERB,VBP,0,root
3,122,5,it,it ,it,PRON,PRP,4,dobj
3,122,6,into,into ,into,ADP,IN,4,prep
3,122,7,his,his ,his,PRON,PRP$,8,poss
3,122,8,head,head,head,NOUN,NN,6,pobj
3,122,9,",",", ",",",PUNCT,",",4,punct
3,122,10,did,did,do,VERB,VBD,4,conj
3,122,11,n’t,n’t ,n’t,NUM,CD,10,punct
3,122,12,you,you,you,PRON,PRP,10,nsubj
3,122,13,",",", ",",",PUNCT,",",10,punct
3,122,14,now,now,now,ADV,RB,10,advmod
3,122,15,?,?,?,PUNCT,.,4,punct
3,122,16,”,” ,"""",PUNCT,'',4,punct
3,122,17, , , ,SPACE,_SP,16,dep
3,123,1,“,“,"""",PUNCT,``,11,punct
3,123,2,How,How ,how,SCONJ,WRB,3,advmod
3,123,3,is,is ,be,AUX,VBZ,1,prep
3,123,4,your,your ,your,PRON,PRP$,5,poss
3,123,5,cat,cat,cat,NOUN,NN,3,nsubj
3,123,6,",",", ",",",PUNCT,",",5,punct
3,123,7,Miss,Miss ,Miss,PROPN,NNP,8,compound
3,123,8,March,March,March,PROPN,NNP,5,appos
3,123,9,?,?,?,PUNCT,.,11,punct
3,123,10,”,” ,"""",PUNCT,'',11,punct
3,123,11,asked,asked ,ask,VERB,VBD,0,root
3,123,12,the,the ,the,DET,DT,13,det
3,123,13,boy,boy,boy,NOUN,NN,11,dobj
3,123,14,",",", ",",",PUNCT,",",11,punct
3,123,15,trying,trying ,try,VERB,VBG,11,advcl
3,123,16,to,to ,to,PART,TO,17,aux
3,123,17,look,look ,look,VERB,VB,15,xcomp
3,123,18,sober,sober ,sober,ADJ,JJ,17,acomp
3,123,19,while,while ,while,SCONJ,IN,23,mark
3,123,20,his,his ,his,PRON,PRP$,22,poss
3,123,21,black,black ,black,ADJ,JJ,22,amod
3,123,22,eyes,eyes ,eye,NOUN,NNS,23,nsubj
3,123,23,shone,shone ,shine,VERB,VBD,17,advcl
3,123,24,with,with ,with,ADP,IN,23,prep
3,123,25,fun,fun,fun,NOUN,NN,24,pobj
3,123,26,.,. ,.,PUNCT,.,11,punct
3,123,27, , , ,SPACE,_SP,26,dep
3,124,1,“,“,"""",PUNCT,``,4,punct
3,124,2,Nicely,Nicely,nicely,ADV,RB,4,advmod
3,124,3,",",", ",",",PUNCT,",",4,punct
3,124,4,thank,thank ,thank,VERB,VBP,0,root
3,124,5,you,you,you,PRON,PRP,4,dobj
3,124,6,",",", ",",",PUNCT,",",4,punct
3,124,7,Mr.,Mr. ,Mr.,PROPN,NNP,8,compound
3,124,8,Laurence,Laurence,Laurence,PROPN,NNP,4,npadvmod
3,124,9,.,. ,.,PUNCT,.,4,punct
3,125,1,But,But ,but,CCONJ,CC,3,cc
3,125,2,I,I ,I,PRON,PRP,3,nsubj
3,125,3,am,am ,be,AUX,VBP,9,ccomp
3,125,4,not,not ,not,PART,RB,3,neg
3,125,5,Miss,Miss ,Miss,PROPN,NNP,6,compound
3,125,6,March,March,March,PROPN,NNP,3,attr
3,125,7,",",", ",",",PUNCT,",",9,punct
3,125,8,I,I,I,PRON,PRP,9,nsubj
3,125,9,’m,’m ,’m,VERB,VBZ,14,ccomp
3,125,10,only,only ,only,ADV,RB,11,advmod
3,125,11,Jo,Jo,Jo,PROPN,NNP,9,attr
3,125,12,",",",",",",PUNCT,",",14,punct
3,125,13,”,” ,"""",PUNCT,'',14,punct
3,125,14,returned,returned ,return,VERB,VBD,0,root
3,125,15,the,the ,the,DET,DT,17,det
3,125,16,young,young ,young,ADJ,JJ,17,amod
3,125,17,lady,lady,lady,NOUN,NN,14,nsubj
3,125,18,.,. ,.,PUNCT,.,14,punct
3,125,19, , , ,SPACE,_SP,18,dep
3,126,1,“,“,"""",PUNCT,``,9,punct
3,126,2,I,I,I,PRON,PRP,3,nsubj
3,126,3,’m,’m ,’m,VERB,VBZ,9,ccomp
3,126,4,not,not ,not,PART,RB,3,neg
3,126,5,Mr.,Mr. ,Mr.,PROPN,NNP,6,compound
3,126,6,Laurence,Laurence,Laurence,PROPN,NNP,3,attr
3,126,7,",",", ",",",PUNCT,",",9,punct
3,126,8,I,I,I,PRON,PRP,9,nsubj
3,126,9,’m,’m ,’m,VERB,VBZ,0,root
3,126,10,only,only ,only,ADV,RB,11,advmod
3,126,11,Laurie,Laurie,Laurie,PROPN,NNP,9,attr
3,126,12,.,.,.,PUNCT,.,9,punct
3,126,13,”,” ,"""",PUNCT,'',9,punct
3,126,14, , , ,SPACE,_SP,13,dep
3,127,1,“,“,"""",PUNCT,``,3,punct
3,127,2,Laurie,Laurie ,Laurie,PROPN,NNP,3,compound
3,127,3,Laurence,Laurence,Laurence,PROPN,NNP,0,root
3,127,4,",",", ",",",PUNCT,",",3,punct
3,127,5,what,what ,what,PRON,WP,8,det
3,127,6,an,an ,an,DET,DT,8,det
3,127,7,odd,odd ,odd,ADJ,JJ,8,amod
3,127,8,name,name,name,NOUN,NN,3,appos
3,127,9,.,.,.,PUNCT,.,3,punct
3,127,10,”,” ,"""",PUNCT,'',3,punct
3,127,11, , , ,SPACE,_SP,10,dep
