doc_id,sid,tid,token,token_with_ws,lemma,upos,xpos,tid_source,relation
1,1,1,CHAPTER,CHAPTER ,CHAPTER,PROPN,NNP,4,nmod
1,1,2,ONE,ONE ,one,NUM,CD,1,nummod
1,1,3,PLAYING,PLAYING ,playing,NOUN,NN,4,compound
1,1,4,PILGRIMS,PILGRIMS ,PILGRIMS,PROPN,NNP,10,npadvmod
1,1,5,  ,  ,  ,SPACE,_SP,4,dep
1,1,6,“,“,"""",PUNCT,``,10,punct
1,1,7,Christmas,Christmas ,Christmas,PROPN,NNP,10,nsubj
1,1,8,wo,wo,will,AUX,MD,10,aux
1,1,9,n’t,n’t ,not,PART,RB,10,neg
1,1,10,be,be ,be,AUX,VB,17,ccomp
1,1,11,Christmas,Christmas ,Christmas,PROPN,NNP,10,attr
1,1,12,without,without ,without,ADP,IN,10,prep
1,1,13,any,any ,any,DET,DT,14,det
1,1,14,presents,presents,present,NOUN,NNS,12,pobj
1,1,15,",",",",",",PUNCT,",",17,punct
1,1,16,”,” ,"""",PUNCT,'',17,punct
1,1,17,grumbled,grumbled ,grumble,VERB,VBD,0,root
1,1,18,Jo,Jo,Jo,PROPN,NNP,17,dobj
1,1,19,",",", ",",",PUNCT,",",17,punct
1,1,20,lying,lying ,lie,VERB,VBG,17,advcl
1,1,21,on,on ,on,ADP,IN,20,prep
1,1,22,the,the ,the,DET,DT,23,det
1,1,23,rug,rug,rug,NOUN,NN,21,pobj
1,1,24,.,. ,.,PUNCT,.,17,punct
1,1,25, , , ,SPACE,_SP,24,dep
1,2,1,“,“,"""",PUNCT,``,3,punct
1,2,2,It,It,it,PRON,PRP,3,nsubj
1,2,3,’s,’s ,’,VERB,VBZ,0,root
1,2,4,so,so ,so,ADV,RB,5,advmod
1,2,5,dreadful,dreadful ,dreadful,ADJ,JJ,3,acomp
1,2,6,to,to ,to,PART,TO,7,aux
1,2,7,be,be ,be,AUX,VB,5,xcomp
1,2,8,poor,poor,poor,ADJ,JJ,7,acomp
1,2,9,!,!,!,PUNCT,.,3,punct
1,2,10,”,” ,"""",PUNCT,'',3,punct
1,3,1,sighed,sighed ,sigh,VERB,VBD,0,root
1,3,2,Meg,Meg,Meg,PROPN,NNP,1,nsubj
1,3,3,",",", ",",",PUNCT,",",1,punct
1,3,4,looking,looking ,look,VERB,VBG,1,advcl
1,3,5,down,down ,down,ADP,RP,4,prt
1,3,6,at,at ,at,ADP,IN,4,prep
1,3,7,her,her ,her,PRON,PRP$,9,poss
1,3,8,old,old ,old,ADJ,JJ,9,amod
1,3,9,dress,dress,dress,NOUN,NN,6,pobj
1,3,10,.,. ,.,PUNCT,.,1,punct
1,3,11, , , ,SPACE,_SP,10,dep
1,4,1,“,“,"""",PUNCT,``,5,punct
1,4,2,I,I ,I,PRON,PRP,5,nsubj
1,4,3,do,do,do,AUX,VBP,5,aux
1,4,4,n’t,n’t ,not,PART,RB,5,neg
1,4,5,think,think ,think,VERB,VB,0,root
1,4,6,it,it,it,PRON,PRP,7,nsubj
1,4,7,’s,’s ,’,VERB,VBZ,5,ccomp
1,4,8,fair,fair ,fair,ADJ,JJ,7,acomp
1,4,9,for,for ,for,SCONJ,IN,13,mark
1,4,10,some,some ,some,DET,DT,11,det
1,4,11,girls,girls ,girl,NOUN,NNS,13,nsubj
1,4,12,to,to ,to,PART,TO,13,aux
1,4,13,have,have ,have,VERB,VB,7,advcl
1,4,14,plenty,plenty ,plenty,NOUN,NN,13,dobj
1,4,15,of,of ,of,ADP,IN,14,prep
1,4,16,pretty,pretty ,pretty,ADJ,JJ,17,amod
1,4,17,things,things,thing,NOUN,NNS,15,pobj
1,4,18,",",", ",",",PUNCT,",",5,punct
1,4,19,and,and ,and,CCONJ,CC,5,cc
1,4,20,other,other ,other,ADJ,JJ,21,amod
1,4,21,girls,girls ,girl,NOUN,NNS,27,nsubj
1,4,22,nothing,nothing ,nothing,PRON,NN,21,appos
1,4,23,at,at ,at,ADV,RB,24,advmod
1,4,24,all,all,all,ADV,RB,22,advmod
1,4,25,",",",",",",PUNCT,",",27,punct
1,4,26,”,” ,"""",PUNCT,'',27,punct
1,4,27,added,added ,add,VERB,VBD,5,conj
1,4,28,little,little ,little,ADJ,JJ,29,amod
1,4,29,Amy,Amy,Amy,PROPN,NNP,27,dobj
1,4,30,",",", ",",",PUNCT,",",27,punct
1,4,31,with,with ,with,ADP,IN,27,prep
1,4,32,an,an ,an,DET,DT,34,det
1,4,33,injured,injured ,injured,ADJ,JJ,34,amod
1,4,34,sniff,sniff,sniff,NOUN,NN,31,pobj
1,4,35,.,. ,.,PUNCT,.,27,punct
1,4,36, , , ,SPACE,_SP,35,dep
1,5,1,“,“,"""",PUNCT,``,4,punct
1,5,2,We,We,we,PRON,PRP,4,nsubj
1,5,3,’ve,’ve ,’ve,AUX,VBP,4,aux
1,5,4,got,got ,get,VERB,VBN,14,ccomp
1,5,5,Father,Father ,Father,PROPN,NNP,4,dobj
1,5,6,and,and ,and,CCONJ,CC,5,cc
1,5,7,Mother,Mother,Mother,PROPN,NNP,5,conj
1,5,8,",",", ",",",PUNCT,",",5,punct
1,5,9,and,and ,and,CCONJ,CC,5,cc
1,5,10,each,each ,each,DET,DT,11,det
1,5,11,other,other,other,ADJ,JJ,5,conj
1,5,12,",",",",",",PUNCT,",",14,punct
1,5,13,”,” ,"""",PUNCT,'',14,punct
1,5,14,said,said ,say,VERB,VBD,0,root
1,5,15,Beth,Beth ,Beth,PROPN,NNP,14,nsubj
1,5,16,contentedly,contentedly ,contentedly,ADV,RB,14,advmod
1,5,17,from,from ,from,ADP,IN,14,prep
1,5,18,her,her ,her,PRON,PRP$,19,poss
1,5,19,corner,corner,corner,NOUN,NN,17,pobj
1,5,20,.,. ,.,PUNCT,.,14,punct
1,5,21, , , ,SPACE,_SP,20,dep
1,6,1,The,The ,the,DET,DT,4,det
1,6,2,four,four ,four,NUM,CD,4,nummod
1,6,3,young,young ,young,ADJ,JJ,4,amod
1,6,4,faces,faces ,face,NOUN,NNS,0,root
1,6,5,on,on ,on,ADP,IN,10,prep
1,6,6,which,which ,which,PRON,WDT,5,pobj
1,6,7,the,the ,the,DET,DT,9,det
1,6,8,firelight,firelight ,firelight,NOUN,NN,9,compound
1,6,9,shone,shone ,shone,NOUN,NN,10,nsubj
1,6,10,brightened,brightened ,brighten,VERB,VBN,4,relcl
1,6,11,at,at ,at,ADP,IN,10,prep
1,6,12,the,the ,the,DET,DT,14,det
1,6,13,cheerful,cheerful ,cheerful,ADJ,JJ,14,amod
1,6,14,words,words,word,NOUN,NNS,11,pobj
1,6,15,",",", ",",",PUNCT,",",4,punct
1,6,16,but,but ,but,CCONJ,CC,4,cc
1,6,17,darkened,darkened ,darken,VERB,VBN,4,conj
1,6,18,again,again ,again,ADV,RB,17,advmod
1,6,19,as,as ,as,SCONJ,IN,21,mark
1,6,20,Jo,Jo ,Jo,PROPN,NNP,21,nsubj
1,6,21,said,said ,say,VERB,VBD,17,advcl
1,6,22,sadly,sadly,sadly,ADV,RB,21,advmod
1,6,23,",",", ",",",PUNCT,",",17,punct
1,6,24,“,“,"""",PUNCT,``,17,punct
1,6,25,We,We ,we,PRON,PRP,28,nsubj
1,6,26,have,have,have,AUX,VBP,28,aux
1,6,27,n’t,n’t ,n’t,VERB,VBP,28,neg
1,6,28,got,got ,get,VERB,VBN,17,ccomp
1,6,29,Father,Father,Father,PROPN,NNP,28,dobj
1,6,30,",",", ",",",PUNCT,",",28,punct
1,6,31,and,and ,and,CCONJ,CC,28,cc
1,6,32,shall,shall ,shall,AUX,MD,34,aux
1,6,33,not,not ,not,PART,RB,34,neg
1,6,34,have,have ,have,VERB,VB,28,conj
1,6,35,him,him ,he,PRON,PRP,34,dobj
1,6,36,for,for ,for,ADP,IN,34,prep
1,6,37,a,a ,a,DET,DT,39,det
1,6,38,long,long ,long,ADJ,JJ,39,amod
1,6,39,time,time,time,NOUN,NN,36,pobj
1,6,40,.,.,.,PUNCT,.,4,punct
1,6,41,”,” ,"""",PUNCT,'',4,punct
1,7,1,She,She ,she,PRON,PRP,4,nsubj
1,7,2,did,did,do,AUX,VBD,4,aux
1,7,3,n’t,n’t ,not,PART,RB,4,neg
1,7,4,say,say ,say,VERB,VB,0,root
1,7,5,“,“,"""",PUNCT,``,4,punct
1,7,6,perhaps,perhaps ,perhaps,ADV,RB,7,advmod
1,7,7,never,never,never,ADV,RB,4,advmod
1,7,8,",",",",",",PUNCT,",",4,punct
1,7,9,”,” ,"""",PUNCT,'',4,punct
1,7,10,but,but ,but,CCONJ,CC,4,cc
1,7,11,each,each ,each,PRON,DT,13,nsubj
1,7,12,silently,silently ,silently,ADV,RB,13,advmod
1,7,13,added,added ,add,VERB,VBD,4,conj
1,7,14,it,it,it,PRON,PRP,13,dobj
1,7,15,",",", ",",",PUNCT,",",13,punct
1,7,16,thinking,thinking ,think,VERB,VBG,13,advcl
1,7,17,of,of ,of,ADP,IN,16,prep
1,7,18,Father,Father ,Father,PROPN,NNP,17,pobj
1,7,19,far,far ,far,ADV,RB,20,advmod
1,7,20,away,away,away,ADV,RB,16,advmod
1,7,21,",",", ",",",PUNCT,",",16,punct
1,7,22,where,where ,where,SCONJ,WRB,25,advmod
1,7,23,the,the ,the,DET,DT,24,det
1,7,24,fighting,fighting ,fighting,NOUN,NN,25,nsubj
1,7,25,was,was,be,AUX,VBD,16,ccomp
1,7,26,.,. ,.,PUNCT,.,13,punct
1,7,27, , , ,SPACE,_SP,26,dep
1,8,1,Nobody,Nobody ,nobody,PRON,NN,2,nsubj
1,8,2,spoke,spoke ,speak,VERB,VBD,9,ccomp
1,8,3,for,for ,for,ADP,IN,2,prep
1,8,4,a,a ,a,DET,DT,5,det
1,8,5,minute,minute,minute,NOUN,NN,3,pobj
1,8,6,;,; ,;,PUNCT,:,9,punct
1,8,7,then,then ,then,ADV,RB,9,advmod
1,8,8,Meg,Meg ,Meg,PROPN,NNP,9,nsubj
1,8,9,said,said ,say,VERB,VBD,0,root
1,8,10,in,in ,in,ADP,IN,9,prep
1,8,11,an,an ,an,DET,DT,13,det
1,8,12,altered,altered ,altered,ADJ,JJ,13,amod
1,8,13,tone,tone,tone,NOUN,NN,10,pobj
1,8,14,",",", ",",",PUNCT,",",9,punct
1,8,15,“,“,"""",PUNCT,``,9,punct
1,8,16,You,You ,you,PRON,PRP,17,nsubj
1,8,17,know,know ,know,VERB,VBP,9,ccomp
1,8,18,the,the ,the,DET,DT,19,det
1,8,19,reason,reason ,reason,NOUN,NN,17,dobj
1,8,20,Mother,Mother ,Mother,PROPN,NNP,21,nsubj
1,8,21,proposed,proposed ,propose,VERB,VBD,19,relcl
1,8,22,not,not ,not,PART,RB,23,neg
1,8,23,having,having ,have,VERB,VBG,21,xcomp
1,8,24,any,any ,any,DET,DT,25,det
1,8,25,presents,presents ,present,NOUN,NNS,23,dobj
1,8,26,this,this ,this,DET,DT,27,det
1,8,27,Christmas,Christmas ,Christmas,PROPN,NNP,28,nsubj
1,8,28,was,was ,be,AUX,VBD,25,relcl
1,8,29,because,because ,because,SCONJ,IN,32,mark
1,8,30,it,it ,it,PRON,PRP,32,nsubj
1,8,31,is,is ,be,AUX,VBZ,32,aux
1,8,32,going,going ,go,VERB,VBG,28,advcl
1,8,33,to,to ,to,PART,TO,34,aux
1,8,34,be,be ,be,AUX,VB,32,xcomp
1,8,35,a,a ,a,DET,DT,37,det
1,8,36,hard,hard ,hard,ADJ,JJ,37,amod
1,8,37,winter,winter ,winter,NOUN,NN,34,attr
1,8,38,for,for ,for,ADP,IN,37,prep
1,8,39,everyone,everyone,everyone,PRON,NN,38,pobj
1,8,40,;,; ,;,PUNCT,:,9,punct
1,8,41,and,and ,and,CCONJ,CC,9,cc
1,8,42,she,she ,she,PRON,PRP,43,nsubj
1,8,43,thinks,thinks ,think,VERB,VBZ,9,conj
1,8,44,we,we ,we,PRON,PRP,45,nsubj
1,8,45,ought,ought ,ought,AUX,MD,43,ccomp
1,8,46,not,not ,not,PART,RB,48,neg
1,8,47,to,to ,to,PART,TO,48,aux
1,8,48,spend,spend ,spend,VERB,VB,45,xcomp
1,8,49,money,money ,money,NOUN,NN,48,dobj
1,8,50,for,for ,for,ADP,IN,48,prep
1,8,51,pleasure,pleasure,pleasure,NOUN,NN,50,pobj
1,8,52,",",", ",",",PUNCT,",",48,punct
1,8,53,when,when ,when,SCONJ,WRB,57,advmod
1,8,54,our,our ,our,PRON,PRP$,55,poss
1,8,55,men,men ,man,NOUN,NNS,57,nsubj
1,8,56,are,are ,be,AUX,VBP,57,aux
1,8,57,suffering,suffering ,suffer,VERB,VBG,48,advcl
1,8,58,so,so ,so,ADV,RB,57,advmod
1,8,59,in,in ,in,ADP,IN,57,prep
1,8,60,the,the ,the,DET,DT,61,det
1,8,61,army,army,army,NOUN,NN,59,pobj
1,8,62,.,. ,.,PUNCT,.,43,punct
1,9,1,We,We ,we,PRON,PRP,4,nsubj
1,9,2,ca,ca,can,AUX,MD,4,aux
1,9,3,n’t,n’t ,not,PART,RB,4,neg
1,9,4,do,do ,do,VERB,VB,0,root
1,9,5,much,much,much,ADV,RB,4,dobj
1,9,6,",",", ",",",PUNCT,",",4,punct
1,9,7,but,but ,but,CCONJ,CC,4,cc
1,9,8,we,we ,we,PRON,PRP,10,nsubj
1,9,9,can,can ,can,AUX,MD,10,aux
1,9,10,make,make ,make,VERB,VB,4,conj
1,9,11,our,our ,our,PRON,PRP$,13,poss
1,9,12,little,little ,little,ADJ,JJ,13,amod
1,9,13,sacrifices,sacrifices,sacrifice,NOUN,NNS,10,dobj
1,9,14,",",", ",",",PUNCT,",",10,punct
1,9,15,and,and ,and,CCONJ,CC,10,cc
1,9,16,ought,ought ,ought,AUX,MD,10,conj
1,9,17,to,to ,to,PART,TO,18,aux
1,9,18,do,do ,do,VERB,VB,16,xcomp
1,9,19,it,it ,it,PRON,PRP,18,dobj
1,9,20,gladly,gladly,gladly,ADV,RB,18,advmod
1,9,21,.,. ,.,PUNCT,.,10,punct
1,10,1,But,But ,but,CCONJ,CC,3,cc
1,10,2,I,I ,I,PRON,PRP,3,nsubj
1,10,3,am,am ,be,AUX,VBP,0,root
1,10,4,afraid,afraid ,afraid,ADJ,JJ,3,acomp
1,10,5,I,I ,I,PRON,PRP,6,nsubj
1,10,6,do,do,do,VERB,VBP,4,ccomp
1,10,7,n’t,n’t,n’t,NUM,CD,6,dobj
1,10,8,",",",",",",PUNCT,",",3,punct
1,10,9,”,” ,"""",PUNCT,'',3,punct
1,10,10,and,and ,and,CCONJ,CC,3,cc
1,10,11,Meg,Meg ,Meg,PROPN,NNP,12,nsubj
1,10,12,shook,shook ,shake,VERB,VBD,3,conj
1,10,13,her,her ,her,PRON,PRP$,14,poss
1,10,14,head,head,head,NOUN,NN,12,dobj
1,10,15,",",", ",",",PUNCT,",",12,punct
1,10,16,as,as ,as,SCONJ,IN,18,mark
1,10,17,she,she ,she,PRON,PRP,18,nsubj
1,10,18,thought,thought ,think,VERB,VBD,12,advcl
1,10,19,regretfully,regretfully ,regretfully,ADV,RB,18,advmod
1,10,20,of,of ,of,ADP,IN,18,prep
1,10,21,all,all ,all,DET,PDT,24,predet
1,10,22,the,the ,the,DET,DT,24,det
1,10,23,pretty,pretty ,pretty,ADJ,JJ,24,amod
1,10,24,things,things ,thing,NOUN,NNS,20,pobj
1,10,25,she,she ,she,PRON,PRP,26,nsubj
1,10,26,wanted,wanted,want,VERB,VBD,24,relcl
1,10,27,.,. ,.,PUNCT,.,12,punct
1,10,28, , , ,SPACE,_SP,27,dep
1,11,1,“,“,"""",PUNCT,``,6,punct
1,11,2,But,But ,but,CCONJ,CC,6,cc
1,11,3,I,I ,I,PRON,PRP,6,nsubj
1,11,4,do,do,do,AUX,VBP,6,aux
1,11,5,n’t,n’t ,not,PART,RB,6,neg
1,11,6,think,think ,think,VERB,VB,0,root
1,11,7,the,the ,the,DET,DT,8,det
1,11,8,little,little ,little,ADJ,JJ,13,nsubj
1,11,9,we,we ,we,PRON,PRP,11,nsubj
1,11,10,should,should ,should,AUX,MD,11,aux
1,11,11,spend,spend ,spend,VERB,VB,8,relcl
1,11,12,would,would ,would,AUX,MD,13,aux
1,11,13,do,do ,do,VERB,VB,6,ccomp
1,11,14,any,any ,any,DET,DT,15,det
1,11,15,good,good,good,ADJ,JJ,13,dobj
1,11,16,.,. ,.,PUNCT,.,6,punct
1,12,1,We,We,we,PRON,PRP,4,nsubj
1,12,2,’ve,’ve ,’ve,AUX,VBP,4,aux
1,12,3,each,each ,each,PRON,DT,4,nsubj
1,12,4,got,got ,get,VERB,VBN,0,root
1,12,5,a,a ,a,DET,DT,6,det
1,12,6,dollar,dollar,dollar,NOUN,NN,4,dobj
1,12,7,",",", ",",",PUNCT,",",4,punct
1,12,8,and,and ,and,CCONJ,CC,4,cc
1,12,9,the,the ,the,DET,DT,10,det
1,12,10,army,army ,army,NOUN,NN,15,nsubjpass
1,12,11,would,would,would,AUX,MD,15,aux
1,12,12,n’t,n’t ,not,PART,RB,15,neg
1,12,13,be,be ,be,AUX,VB,15,auxpass
1,12,14,much,much ,much,ADV,RB,15,advmod
1,12,15,helped,helped ,help,VERB,VBN,4,conj
1,12,16,by,by ,by,ADP,IN,15,agent
1,12,17,our,our ,our,PRON,PRP$,18,nsubj
1,12,18,giving,giving ,give,VERB,VBG,16,pobj
1,12,19,that,that,that,PRON,DT,18,dobj
1,12,20,.,. ,.,PUNCT,.,15,punct
1,13,1,I,I ,I,PRON,PRP,2,nsubj
1,13,2,agree,agree ,agree,VERB,VBP,0,root
1,13,3,not,not ,not,PART,RB,5,neg
1,13,4,to,to ,to,PART,TO,5,aux
1,13,5,expect,expect ,expect,VERB,VB,2,xcomp
1,13,6,anything,anything ,anything,PRON,NN,5,dobj
1,13,7,from,from ,from,ADP,IN,6,prep
1,13,8,Mother,Mother ,Mother,PROPN,NNP,7,pobj
1,13,9,or,or ,or,CCONJ,CC,8,cc
1,13,10,you,you,you,PRON,PRP,8,conj
1,13,11,",",", ",",",PUNCT,",",2,punct
1,13,12,but,but ,but,CCONJ,CC,2,cc
1,13,13,I,I ,I,PRON,PRP,15,nsubj
1,13,14,do,do ,do,AUX,VBP,15,aux
1,13,15,want,want ,want,VERB,VB,2,conj
1,13,16,to,to ,to,PART,TO,17,aux
1,13,17,buy,buy ,buy,VERB,VB,15,xcomp
1,13,18,_,_,_,PRON,PRP,17,dobj
1,13,19,Undine,Undine ,undine,ADJ,JJ,22,amod
1,13,20,and,and ,and,CCONJ,CC,19,cc
1,13,21,Sintran,Sintran,Sintran,PROPN,NNP,19,conj
1,13,22,_,_ ,_,NOUN,NN,17,dobj
1,13,23,for,for ,for,ADP,IN,17,prep
1,13,24,myself,myself,myself,PRON,PRP,23,pobj
1,13,25,.,. ,.,PUNCT,.,15,punct
1,14,1,I,I,I,PRON,PRP,3,nsubj
1,14,2,’ve,’ve ,’ve,AUX,VBP,3,aux
1,14,3,wanted,wanted ,want,VERB,VBN,9,ccomp
1,14,4,it,it ,it,PRON,PRP,3,dobj
1,14,5,so,so ,so,ADV,RB,6,advmod
1,14,6,long,long,long,ADV,RB,3,advmod
1,14,7,",",",",",",PUNCT,",",9,punct
1,14,8,”,” ,"""",PUNCT,'',9,punct
1,14,9,said,said ,say,VERB,VBD,0,root
1,14,10,Jo,Jo,Jo,PROPN,NNP,9,nsubj
1,14,11,",",", ",",",PUNCT,",",10,punct
1,14,12,who,who ,who,PRON,WP,13,nsubj
1,14,13,was,was ,be,AUX,VBD,10,relcl
1,14,14,a,a ,a,DET,DT,15,det
1,14,15,bookworm,bookworm,bookworm,NOUN,NN,13,attr
1,14,16,.,. ,.,PUNCT,.,9,punct
1,14,17, , , ,SPACE,_SP,16,dep
1,15,1,“,“,"""",PUNCT,``,3,punct
1,15,2,I,I ,I,PRON,PRP,3,nsubj
1,15,3,planned,planned ,plan,VERB,VBD,12,ccomp
1,15,4,to,to ,to,PART,TO,5,aux
1,15,5,spend,spend ,spend,VERB,VB,3,xcomp
1,15,6,mine,mine ,mine,NOUN,NN,5,dobj
1,15,7,in,in ,in,ADP,IN,5,prep
1,15,8,new,new ,new,ADJ,JJ,9,amod
1,15,9,music,music,music,NOUN,NN,7,pobj
1,15,10,",",",",",",PUNCT,",",12,punct
1,15,11,”,” ,"""",PUNCT,'',12,punct
1,15,12,said,said ,say,VERB,VBD,0,root
1,15,13,Beth,Beth,Beth,PROPN,NNP,12,nsubj
1,15,14,",",", ",",",PUNCT,",",13,punct
1,15,15,with,with ,with,ADP,IN,12,prep
1,15,16,a,a ,a,DET,DT,18,det
1,15,17,little,little ,little,ADJ,JJ,18,amod
1,15,18,sigh,sigh,sigh,NOUN,NN,15,pobj
1,15,19,",",", ",",",PUNCT,",",18,punct
1,15,20,which,which ,which,PRON,WDT,23,dobj
1,15,21,no,no ,no,DET,DT,22,det
1,15,22,one,one ,one,NOUN,NN,23,nsubj
1,15,23,heard,heard ,hear,VERB,VBD,18,relcl
1,15,24,but,but ,but,CCONJ,CC,23,cc
1,15,25,the,the ,the,DET,DT,27,det
1,15,26,hearth,hearth ,hearth,NOUN,NN,27,compound
1,15,27,brush,brush ,brush,NOUN,NN,23,conj
1,15,28,and,and ,and,CCONJ,CC,27,cc
1,15,29,kettle,kettle,kettle,NOUN,NN,31,compound
1,15,30,-,-,-,PUNCT,HYPH,31,punct
1,15,31,holder,holder,holder,NOUN,NN,27,conj
1,15,32,.,. ,.,PUNCT,.,12,punct
1,15,33, , , ,SPACE,_SP,32,dep
1,16,1,“,“,"""",PUNCT,``,4,punct
1,16,2,I,I ,I,PRON,PRP,4,nsubj
1,16,3,shall,shall ,shall,AUX,MD,4,aux
1,16,4,get,get ,get,VERB,VB,16,ccomp
1,16,5,a,a ,a,DET,DT,7,det
1,16,6,nice,nice ,nice,ADJ,JJ,7,amod
1,16,7,box,box ,box,NOUN,NN,4,dobj
1,16,8,of,of ,of,ADP,IN,7,prep
1,16,9,Faber,Faber,Faber,PROPN,NNP,12,poss
1,16,10,’s,’s ,’s,PART,POS,9,case
1,16,11,drawing,drawing ,drawing,NOUN,NN,12,compound
1,16,12,pencils,pencils,pencil,NOUN,NNS,8,pobj
1,16,13,;,; ,;,PUNCT,:,16,punct
1,16,14,I,I ,I,PRON,PRP,16,nsubj
1,16,15,really,really ,really,ADV,RB,16,advmod
1,16,16,need,need ,need,VERB,VBP,20,ccomp
1,16,17,them,them,they,PRON,PRP,16,dobj
1,16,18,",",",",",",PUNCT,",",20,punct
1,16,19,”,” ,"""",PUNCT,'',20,punct
1,16,20,said,said ,say,VERB,VBD,0,root
1,16,21,Amy,Amy ,Amy,PROPN,NNP,20,nsubj
1,16,22,decidedly,decidedly,decidedly,ADV,RB,20,advmod
1,16,23,.,. ,.,PUNCT,.,20,punct
1,16,24, , , ,SPACE,_SP,23,dep
1,17,1,“,“,"""",PUNCT,``,5,punct
1,17,2,Mother,Mother ,Mother,PROPN,NNP,5,nsubj
1,17,3,did,did,do,AUX,VBD,5,aux
1,17,4,n’t,n’t ,not,PART,RB,5,neg
1,17,5,say,say ,say,VERB,VB,0,root
1,17,6,anything,anything ,anything,PRON,NN,5,dobj
1,17,7,about,about ,about,ADP,IN,6,prep
1,17,8,our,our ,our,PRON,PRP$,9,poss
1,17,9,money,money,money,NOUN,NN,7,pobj
1,17,10,",",", ",",",PUNCT,",",5,punct
1,17,11,and,and ,and,CCONJ,CC,5,cc
1,17,12,she,she ,she,PRON,PRP,15,nsubj
1,17,13,wo,wo,will,AUX,MD,15,aux
1,17,14,n’t,n’t ,not,PART,RB,15,neg
1,17,15,wish,wish ,wish,VERB,VB,5,conj
1,17,16,us,us ,we,PRON,PRP,15,dobj
1,17,17,to,to ,to,PART,TO,18,aux
1,17,18,give,give ,give,VERB,VB,15,xcomp
1,17,19,up,up ,up,ADP,RP,18,prt
1,17,20,everything,everything,everything,PRON,NN,18,dobj
1,17,21,.,. ,.,PUNCT,.,15,punct
1,18,1,Let,Let,let,VERB,VB,16,advcl
1,18,2,’s,’s ,’s,VERB,VB,4,nsubj
1,18,3,each,each ,each,PRON,DT,4,nsubj
1,18,4,buy,buy ,buy,VERB,VB,1,ccomp
1,18,5,what,what ,what,PRON,WP,7,dobj
1,18,6,we,we ,we,PRON,PRP,7,nsubj
1,18,7,want,want,want,VERB,VBP,4,ccomp
1,18,8,",",", ",",",PUNCT,",",4,punct
1,18,9,and,and ,and,CCONJ,CC,4,cc
1,18,10,have,have ,have,VERB,VBP,4,conj
1,18,11,a,a ,a,DET,DT,13,det
1,18,12,little,little ,little,ADJ,JJ,13,amod
1,18,13,fun,fun,fun,NOUN,NN,10,dobj
1,18,14,;,; ,;,PUNCT,:,16,punct
1,18,15,I,I,I,PRON,PRP,16,nsubj
1,18,16,’m,’m ,’m,VERB,VBZ,27,ccomp
1,18,17,sure,sure ,sure,ADJ,JJ,16,acomp
1,18,18,we,we ,we,PRON,PRP,19,nsubj
1,18,19,work,work ,work,VERB,VBP,17,ccomp
1,18,20,hard,hard ,hard,ADV,RB,21,advmod
1,18,21,enough,enough ,enough,ADV,RB,19,advmod
1,18,22,to,to ,to,PART,TO,23,aux
1,18,23,earn,earn ,earn,VERB,VB,21,xcomp
1,18,24,it,it,it,PRON,PRP,23,dobj
1,18,25,",",",",",",PUNCT,",",27,punct
1,18,26,”,” ,"""",PUNCT,'',27,punct
1,18,27,cried,cried ,cry,VERB,VBD,0,root
1,18,28,Jo,Jo,Jo,PROPN,NNP,27,nsubj
1,18,29,",",", ",",",PUNCT,",",27,punct
1,18,30,examining,examining ,examine,VERB,VBG,27,advcl
1,18,31,the,the ,the,DET,DT,32,det
1,18,32,heels,heels ,heel,NOUN,NNS,30,dobj
1,18,33,of,of ,of,ADP,IN,32,prep
1,18,34,her,her ,her,PRON,PRP$,35,poss
1,18,35,shoes,shoes ,shoe,NOUN,NNS,33,pobj
1,18,36,in,in ,in,ADP,IN,30,prep
1,18,37,a,a ,a,DET,DT,39,det
1,18,38,gentlemanly,gentlemanly ,gentlemanly,ADJ,JJ,39,amod
1,18,39,manner,manner,manner,NOUN,NN,36,pobj
1,18,40,.,. ,.,PUNCT,.,27,punct
1,18,41, , , ,SPACE,_SP,40,dep
1,19,1,“,“,"""",PUNCT,``,26,punct
1,19,2,I,I ,I,PRON,PRP,3,nsubj
1,19,3,know,know ,know,VERB,VBP,26,ccomp
1,19,4,I,I ,I,PRON,PRP,5,nsubj
1,19,5,do,do,do,VERB,VBP,3,ccomp
1,19,6,—,—,—,PUNCT,:,5,punct
1,19,7,teaching,teaching ,teach,VERB,VBG,3,dep
1,19,8,those,those ,those,DET,DT,10,det
1,19,9,tiresome,tiresome ,tiresome,ADJ,JJ,10,amod
1,19,10,children,children ,child,NOUN,NNS,7,dobj
1,19,11,nearly,nearly ,nearly,ADV,RB,12,advmod
1,19,12,all,all ,all,PRON,DT,13,nummod
1,19,13,day,day,day,NOUN,NN,7,npadvmod
1,19,14,",",", ",",",PUNCT,",",13,punct
1,19,15,when,when ,when,SCONJ,WRB,18,advmod
1,19,16,I,I,I,PRON,PRP,18,nsubj
1,19,17,’m,’m ,’m,AUX,VBZ,18,aux
1,19,18,longing,longing ,long,VERB,VBG,7,advcl
1,19,19,to,to ,to,PART,TO,20,aux
1,19,20,enjoy,enjoy ,enjoy,VERB,VB,18,xcomp
1,19,21,myself,myself ,myself,PRON,PRP,20,dobj
1,19,22,at,at ,at,ADP,IN,20,prep
1,19,23,home,home,home,NOUN,NN,22,pobj
1,19,24,",",",",",",PUNCT,",",26,punct
1,19,25,”,” ,"""",PUNCT,'',26,punct
1,19,26,began,began ,begin,VERB,VBD,0,root
